MATERIAL_NO,MDM_MATCH,MANUFACTURER_NAME_1,MANUFACTURER_PT_NO_1,NOUN_ENGLISH,MODIFIER_ENGLISH,
50178691,No,GATES,5VX1250,BELT,V,BELT|V
50180279,Yes,GOODYEAR,A30,BELT,V,
50180280,No,GOODYEAR,AX32,BELT,V,BELT|V
50180281,Yes,GATES,A31,BELT,V,
50180282,Yes,GOODYEAR,A32,BELT,V,
50180283,Yes,GATES,B32,BELT,V,
50180284,Yes,GATES,BX33,BELT,V,
50180285,New,GOODYEAR,BX58,BELT,V,BELT|V
50180286,Yes,GATES,A61,BELT,V,
50180287,Yes,GATES,BX61,BELT,V,
50180288,Yes,GOODYEAR,B95,BELT,V,
50180289,Yes,GOODYEAR,BX97,BELT,V,
50180290,Yes,GOODYEAR,A34,BELT,V,
50180291,Yes,GATES,B34,BELT,V,
50180292,Yes,GOODYEAR,BX34,BELT,V,
50180293,Yes,GATES,B35,BELT,V,
50180294,Yes,BROWNING,B36,BELT,V,
50180295,No,BROWNING,BX36,BELT,V,BELT|V
50180296,Yes,GATES,A38,BELT,V,
50180297,Yes,GATES,A41,BELT,V,
50180298,Yes,GATES,A42,BELT,V,
50180299,Yes,GOODYEAR,BX42,BELT,V,
50180300,Yes,GATES,AX43,BELT,V,
50180301,Yes,GOODYEAR,BX45,BELT,V,
50180302,Yes,GATES,BX46,BELT,V,
50180303,Yes,BROWNING,AX48,BELT,V,
50180304,Yes,BROWNING,B50,BELT,V,
50180305,Yes,GOODYEAR,A51,BELT,V,
50180306,Yes,GOODYEAR,A54,BELT,V,
50180307,Yes,GOODYEAR,B58,BELT,V,
50180308,Yes,BROWNING,B100,BELT,V,
50180309,No,GOODYEAR,BX116,BELT,V,BELT|V
50180310,No,BROWNING,3VX450,BELT,V,BELT|V
50180311,Yes,BROWNING,3VX475,BELT,V,
50180312,New,GOODYEAR,3V560,BELT,V,BELT|V
50180313,Yes,GOODYEAR,3VX560,BELT,V,
50180314,Yes,GOODYEAR,3V710,BELT,V,
50180315,Yes,GOODYEAR,3VX710,BELT,V,
50180316,Yes,GOODYEAR,5VX710,BELT,V,
50180317,Yes,GATES,5VX730,BELT,V,
50180318,Yes,GATES,3VX750,BELT,V,
50180319,Yes,GATES,5V750,BELT,V,
50180320,Yes,GATES,5VX750,BELT,V,
50180321,Yes,GOODYEAR,5V800,BELT,V,
50180322,Yes,GOODYEAR,5VX850,BELT,V,
50180323,Yes,GATES,3V900,BELT,V,
50180324,Yes,GATES,3VX900,BELT,V,
50180325,Yes,GATES,5VX1060,BELT,V,
50180326,Yes,GOODYEAR,5VX1120,BELT,V,
50180327,Yes,GOODYEAR,5VX1250,BELT,V,
50180328,Yes,GATES,5V1320,BELT,V,
50180333,Yes,GOODYEAR,3L210,BELT,V,
50180334,Yes,GOODYEAR,4L250,BELT,V,
50180335,No,,1120-8M-21,BELT,TIMING,BELT|TIMING
50180336,No,BROWNING,4L350,BELT,V,BELT|V
50180337,Yes,GOODYEAR,5L360,BELT,V,
50180736,Yes,GOODYEAR,3V530,BELT,V,
50181111,No,BROWNING,5VX800,BELT,V,BELT|V
50182715,No,MITSUBISHI ELECTRIC,9140109800,BELT,V,BELT|V
50183364,No,K-TRON,9142-700160,BELT,TIMING,BELT|TIMING
50183465,No,K-TRON,9142-700170,BELT,TIMING,BELT|TIMING
50183466,No,K-TRON,9142-700020,BELT,TIMING,BELT|TIMING
50183467,No,K-TRON,9142-700110,BELT,TIMING,BELT|TIMING
50183468,No,K-TRON,9142-700040,BELT,TIMING,BELT|TIMING
50185500,No,,C64,BELT,V,BELT|V
50189408,No,AMETRIC BELT,SPA1400,BELT,V,BELT|V
50189993,No,,SPZ1340,BELT,V,BELT|V
50190351,No,GATES,5VX1060,BELT,V,BELT|V
50190402,New,GATES,8V1700,BELT,V,BELT|V
50190492,No,OPTIBELT,SPA1800,BELT,V,BELT|V
50191281,No,,XPA1207,BELT,V,BELT|V
50191282,No,,SPA4018,BELT,V,BELT|V
50191283,No,,XPZ1800,BELT,V,BELT|V
50191284,No,,XPZ612,BELT,V,BELT|V
50191490,New,GATES,B100,BELT,V,BELT|V
50192634,No,GATES,9142-700110,BELT,TIMING,BELT|TIMING
50195006,No,,A33,BELT,V,BELT|V
50195007,No,MITSUBISHI ELECTRIC,A37,BELT,V,BELT|V
50195008,No,,A40,BELT,V,BELT|V
50195009,No,,AX41,BELT,V,BELT|V
50195010,No,,A42,BELT,V,BELT|V
50195011,No,,A44,BELT,V,BELT|V
50195012,No,MITSUBISHI ELECTRIC,Z44,BELT,V,BELT|V
50195013,No,,A51,BELT,V,BELT|V
50195014,No,,A60,BELT,V,BELT|V
50195015,No,MITSUBISHI ELECTRIC,AX67,BELT,V,BELT|V
50195016,No,OPTIBELT,XPA1007,BELT,V,BELT|V
50195017,No,OPTIBELT,SPA1232,BELT,V,BELT|V
50195018,No,OPTIBELT,SPA1432,BELT,V,BELT|V
50195019,No,OPTIBELT,SPA1732,BELT,V,BELT|V
50195020,No,OPTIBELT,SPA1757,BELT,V,BELT|V
50195021,No,OPTIBELT,SPA1850,BELT,V,BELT|V
50195022,No,OPTIBELT,SPA1875,BELT,V,BELT|V
50195023,No,OPTIBELT,SPA1900,BELT,V,BELT|V
50195024,No,OPTIBELT,SPA2032,BELT,V,BELT|V
50195025,No,OPTIBELT,SPA2132,BELT,V,BELT|V
50195026,No,OPTIBELT,SPA-2240,BELT,V,BELT|V
50195027,No,,SPA2432,BELT,V,BELT|V
50195028,No,OPTIBELT,SPA2482,BELT,V,BELT|V
50195029,No,OPTIBELT,SPA2650,BELT,V,BELT|V
50195030,No,OPTIBELT,SPA4000,BELT,V,BELT|V
50195031,No,OPTIBELT,B75,BELT,V,BELT|V
50195032,No,,B85,BELT,V,BELT|V
50195033,No,OPTIBELT,B86,BELT,V,BELT|V
50195034,No,,B87,BELT,V,BELT|V
50195035,No,,B88,BELT,V,BELT|V
50195036,No,OPTIBELT,B90,BELT,V,BELT|V
50195037,No,MITSUBISHI ELECTRIC,B158,BELT,V,BELT|V
50195038,No,,SPB1600,BELT,V,BELT|V
50195039,No,OPTIBELT,SPB1700,BELT,V,BELT|V
50195040,No,,SPB2120,BELT,V,BELT|V
50195041,No,OPTIBELT,SPB2650,BELT,V,BELT|V
50195042,No,MITSUBISHI ELECTRIC,SPB2720,BELT,V,BELT|V
50195043,No,,SPB-3150,BELT,V,BELT|V
50195044,No,,SPB3350,BELT,V,BELT|V
50195045,No,,SPB4000,BELT,V,BELT|V
50195046,No,,XPB2000,BELT,V,BELT|V
50195047,No,,XPB2360LP,BELT,V,BELT|V
50195048,No,,C-105,BELT,V,BELT|V
50195049,No,MITSUBISHI ELECTRIC,C128,BELT,V,BELT|V
50195050,No,MITSUBISHI ELECTRIC,C140,BELT,V,BELT|V
50195051,No,MITSUBISHI ELECTRIC,C153,BELT,V,BELT|V
50195052,No,,C158,BELT,V,BELT|V
50195053,No,MITSUBISHI ELECTRIC,SPC2800,BELT,V,BELT|V
50195054,No,,SPC3500,BELT,V,BELT|V
50195055,No,OPTIBELT,SPC3750,BELT,V,BELT|V
50195056,No,OPTIBELT,SPC4000,BELT,V,BELT|V
50195057,No,,SPC4250,BELT,V,BELT|V
50195058,No,MITSUBISHI ELECTRIC,D154,BELT,V,BELT|V
50195059,No,MITSUBISHI ELECTRIC,D158,BELT,V,BELT|V
50195060,No,MITSUBISHI ELECTRIC,D180,BELT,V,BELT|V
50195061,No,MITSUBISHI ELECTRIC,SPA1457,BELT,V,BELT|V
50195062,No,MITSUBISHI ELECTRIC,SPZ850,BELT,V,BELT|V
50195063,No,OPTIBELT,SPZ900,BELT,V,BELT|V
50195064,No,MITSUBISHI ELECTRIC,SPZ1012,BELT,V,BELT|V
50195065,No,OPTIBELT,SPZ1087,BELT,V,BELT|V
50195066,No,,SPZ1112,BELT,V,BELT|V
50195067,No,OPTIBELT,SPZ1362,BELT,V,BELT|V
50195068,No,OPTIBELT,SPZ1462,BELT,V,BELT|V
50195069,No,OPTIBELT,SPZ1600,BELT,V,BELT|V
50195070,No,,SPZ1737,BELT,V,BELT|V
50195071,No,,SPZ1887,BELT,V,BELT|V
50195076,No,MITSUBISHI ELECTRIC,A45,BELT,V,BELT|V
50195077,No,OPTIBELT,SPZX900,BELT,V,BELT|V
50195078,No,MITSUBISHI ELECTRIC,B41,BELT,V,BELT|V
50197605,No,BOSCH REXROTH,1610-14M,BELT,TIMING,BELT|TIMING
50202123,No,,XPB2000,BELT,V,BELT|V
50203685,No,,BX98,BELT,V,BELT|V
50203759,No,,XPA1757,BELT,V,BELT|V
50203847,No,DODGE,3VX500,BELT,V,BELT|V
50203923,No,K-TRON,9142-40032,BELT,TIMING,BELT|TIMING
50203927,No,K-TRON,9142-40038,BELT,TIMING,BELT|TIMING
50203928,No,K-TRON,9142-40030,BELT,TIMING,BELT|TIMING
50203973,No,OPTIBELT,XPB3000,BELT,V,BELT|V
50204173,New,GATES,5VX800,BELT,V,BELT|V
50204477,No,,BX75,BELT,V,BELT|V
50205156,No,,XPZ1180,BELT,V,BELT|V
50205542,New,GATES,A51,BELT,V,BELT|V
50205702,New,GATES,B90,BELT,V,BELT|V
50205704,New,GATES,3VX900,BELT,V,BELT|V
50205813,No,SIAD MACCHINE IMPIANTI,SPB4120,BELT,V,BELT|V
50206474,No,,XPA2360,BELT,V,BELT|V
50207119,No,,XPA1357,BELT,V,BELT|V
50207516,No,,SPA2500,BELT,V,BELT|V
50208364,New,GATES,5VX1600,BELT,V,BELT|V
50208456,No,,SPA2360,BELT,V,BELT|V
50208602,No,OPTIBELT,BX68,BELT,V,BELT|V
50209242,New,GATES,BX75,BELT,V,BELT|V
50209498,No,OPTIBELT,BX97,BELT,V,BELT|V
50210508,No,,3L350,BELT,V,BELT|V
50211473,No,,5L260,BELT,V,BELT|V
50211502,New,GATES,3L170,BELT,V,BELT|V
50211573,New,GATES,BX46,BELT,V,BELT|V
50211677,No,,3V1120,BELT,V,BELT|V
50211678,No,,3L280,BELT,V,BELT|V
50211679,No,,3VX1120,BELT,V,BELT|V
50211680,No,,3V375,BELT,V,BELT|V
50211687,No,,4L370,BELT,V,BELT|V
50211688,No,,4L420,BELT,V,BELT|V
50211693,No,,5L430,BELT,V,BELT|V
50211698,New,GATES,AX46,BELT,V,BELT|V
50211699,No,,A55,BELT,V,BELT|V
50211700,No,,A64,BELT,V,BELT|V
50211701,No,,AX35,BELT,V,BELT|V
50211703,No,,B52,BELT,V,BELT|V
50211704,No,,BX53,BELT,V,BELT|V
50211711,No,CUMMINS,178567WRZSYN,BELT,V,BELT|V
50211712,No,CUMMINS,WR178570SYN,BELT,V,BELT|V
50211714,No,BROWNING,AX23,BELT,V,BELT|V
50211900,No,,5L700,BELT,V,BELT|V
50211951,New,GATES,3VX600,BELT,V,BELT|V
50211952,New,GATES,3VX800,BELT,V,BELT|V
50212249,No,,2/3V1120,BELT,V,BELT|V
50212253,No,,5L580,BELT,V,BELT|V
50212488,No,,3VX315,BELT,V,BELT|V
50212514,No,,B75,BELT,V,BELT|V
50212591,No,,3L210,BELT,V,BELT|V
50213356,No,BROWNING,480L075,BELT,TIMING,BELT|TIMING
50213637,No,GATES,4/3V1120,BELT,V,BELT|V
50213766,No,,B55,BELT,V,BELT|V
50213838,No,,A48,BELT,V,BELT|V
50213911,New,GATES,AX28,BELT,V,BELT|V
50214081,No,,BX50,BELT,V,BELT|V
50214090,New,GATES,AX28,BELT,V,BELT|V
50215298,No,,XPB2280,BELT,V,BELT|V
50215299,No,,XPA1800,BELT,V,BELT|V
50215347,No,,XPB2410,BELT,V,BELT|V
50217260,No,,SPZ900,BELT,V,BELT|V
50217261,No,,SPB3550,BELT,V,BELT|V
50217262,No,,XPA882LPF 12050,BELT,V,BELT|V
50224974,No,GATES,5VX1320,BELT,V,BELT|V
50225820,No,GOODYEAR,4/3VX750,BELT,V,BELT|V
50226343,No,,5/8V2500,BELT,V,BELT|V
50226579,New,GATES,3VX355,BELT,V,BELT|V
50226932,No,AMETRIC BELT,SPB3070,BELT,V,BELT|V
50228063,New,BROWNING,AX21,BELT,V,BELT|V
50228260,No,,65010122,BELT,TIMING,BELT|TIMING
50228276,No,MEGADYNE,960GLD8,BELT,TIMING,BELT|TIMING
50228279,No,GOODYEAR,87000564,BELT,TIMING,BELT|TIMING
50228604,No,,87000459,BELT,TIMING,BELT|TIMING
50229338,No,GATES,A101,BELT,V,BELT|V
50229788,No,OPTIBELT,XPB1600,BELT,V,BELT|V
50229918,No,,XPC3150,BELT,V,BELT|V
50230330,No,,3/KB-SPC5600,BELT,V,BELT|V
50230518,No,GATES,AP62,BELT,V,BELT|V
50230615,No,,5V2120,BELT,V,BELT|V
50231591,No,OPTIBELT,SPB-3150,BELT,V,BELT|V
50231592,No,OPTIBELT,SPA2650,BELT,V,BELT|V
50247815,No,OPTIBELT,SPA1632,BELT,V,BELT|V
50247847,No,OPTIBELT,SPZ2580,BELT,V,BELT|V
50247849,No,OPTIBELT,SPA1450,BELT,V,BELT|V
50247850,No,OPTIBELT,SPB1800,BELT,V,BELT|V
50247851,No,OPTIBELT,SPB3350,BELT,V,BELT|V
50247852,No,OPTIBELT,SPB2500,BELT,V,BELT|V
50247882,No,OPTIBELT,SPB5300,BELT,V,BELT|V
50247884,No,,SPZ1120,BELT,V,BELT|V
50247885,No,OPTIBELT,SPA1250,BELT,V,BELT|V
50247886,No,OPTIBELT,SPA1732,BELT,V,BELT|V
50247887,No,OPTIBELT,SPZ1000,BELT,V,BELT|V
50247888,No,OPTIBELT,SPZ1320,BELT,V,BELT|V
50247889,No,OPTIBELT,SPZ1762,BELT,V,BELT|V
50247890,No,OPTIBELT,SPZ2360,BELT,V,BELT|V
50247891,No,OPTIBELT,SPZ2180,BELT,V,BELT|V
50247892,No,OPTIBELT,SPA1157,BELT,V,BELT|V
50247893,No,OPTIBELT,SPA1557,BELT,V,BELT|V
50247894,No,OPTIBELT,SPA1400,BELT,V,BELT|V
50247895,No,OPTIBELT,SPA1657,BELT,V,BELT|V
50247896,No,OPTIBELT,SPA1857,BELT,V,BELT|V
50247898,No,OPTIBELT,SPA2432,BELT,V,BELT|V
50247899,No,OPTIBELT,SPA3000,BELT,V,BELT|V
50247900,No,OPTIBELT,SPB4620,BELT,V,BELT|V
50247902,No,OPTIBELT,SPZ1250,BELT,V,BELT|V
50247903,No,OPTIBELT,SPA1500,BELT,V,BELT|V
50247911,No,OPTIBELT,5/5V2000,BELT,V,BELT|V
50247912,No,OPTIBELT,SPC3000,BELT,V,BELT|V
50247920,No,OPTIBELT,SPZ1137,BELT,V,BELT|V
50247921,No,OPTIBELT,SPZ1337,BELT,V,BELT|V
50247922,No,OPTIBELT,SPC4500,BELT,V,BELT|V
50247923,No,,5V2500,BELT,V,BELT|V
50247925,No,OPTIBELT,SPC2800,BELT,V,BELT|V
50247926,No,OPTIBELT,SPZ925,BELT,V,BELT|V
50247927,No,OPTIBELT,SPZ900,BELT,V,BELT|V
50247928,No,OPTIBELT,SPZ2430,BELT,V,BELT|V
50247929,No,OPTIBELT,SPC3550,BELT,V,BELT|V
50247930,No,OPTIBELT,SPA1282,BELT,V,BELT|V
50247931,No,,SPB2360,BELT,V,BELT|V
50247932,No,OPTIBELT,SPZ562,BELT,V,BELT|V
50247933,No,OPTIBELT,SPZ850,BELT,V,BELT|V
50247934,No,OPTIBELT,SPA2000,BELT,V,BELT|V
50247935,No,OPTIBELT,SPZ710,BELT,V,BELT|V
50247938,No,OPTIBELT,SPZ1600,BELT,V,BELT|V
50247939,No,OPTIBELT,SPB3870,BELT,V,BELT|V
50247940,No,OPTIBELT,SPB2580,BELT,V,BELT|V
50247941,No,OPTIBELT,SPB2650,BELT,V,BELT|V
50247943,No,OPTIBELT,SPB2180,BELT,V,BELT|V
50247944,No,OPTIBELT,SPA1600,BELT,V,BELT|V
50247945,No,OPTIBELT,SPB2240,BELT,V,BELT|V
50247946,No,OPTIBELT,SPA1700,BELT,V,BELT|V
50247947,No,OPTIBELT,SPC4250,BELT,V,BELT|V
50247948,No,OPTIBELT,SPA2360,BELT,V,BELT|V
50247949,No,OPTIBELT,SPA-2240,BELT,V,BELT|V
50247950,No,OPTIBELT,SPZ1800,BELT,V,BELT|V
50247951,No,OPTIBELT,SPC3350,BELT,V,BELT|V
50247954,No,OPTIBELT,SPC3750,BELT,V,BELT|V
50247955,No,OPTIBELT,SPA2800,BELT,V,BELT|V
50247956,No,OPTIBELT,SPA2500,BELT,V,BELT|V
50253534,No,OPTIBELT,SPA1900,BELT,V,BELT|V
50255593,No,OPTIBELT,SPB3000,BELT,V,BELT|V
50270578,No,OPTIBELT,SPZ580,BELT,V,BELT|V
50270579,No,OPTIBELT,XPZ1012,BELT,V,BELT|V
50286427,No,OPTIBELT,SPC3350,BELT,V,BELT|V
50286432,No,OPTIBELT,SPC3150,BELT,V,BELT|V
50287771,No,OPTIBELT,XPZ1037,BELT,V,BELT|V
50289477,No,OPTIBELT,SPZ1437,BELT,V,BELT|V
50289497,No,OPTIBELT,XPZ710,BELT,V,BELT|V
50289814,No,OPTIBELT,SPA2932,BELT,V,BELT|V
50291079,No,OPTIBELT,SPZ1060,BELT,V,BELT|V
50291080,No,OPTIBELT,SPZ1150,BELT,V,BELT|V
50295095,No,OPTIBELT,SPZ2087,BELT,V,BELT|V
50296557,No,OPTIBELT,SPB4500,BELT,V,BELT|V
50297393,No,OPTIBELT,SPA1332,BELT,V,BELT|V
50297890,No,OPTIBELT,SPC3650,BELT,V,BELT|V
50298304,No,OPTIBELT,SPZ1550,BELT,V,BELT|V
50300110,No,OPTIBELT,SPZ1180,BELT,V,BELT|V
50301567,No,OPTIBELT,SPZ762,BELT,V,BELT|V
50303366,No,,SPA1957,BELT,V,BELT|V
50305988,No,K-TRON,9142-700160,BELT,TIMING,BELT|TIMING
50305989,No,K-TRON,9142-700170,BELT,TIMING,BELT|TIMING
50305990,No,GATES,900-5MR-25,BELT,TIMING,BELT|TIMING
50306365,No,GATES,2/3VX600,BELT,V,BELT|V
50306366,No,GATES,2/5VX670,BELT,V,BELT|V
50306367,New,GATES,2/5VX710,BELT,V,BELT|V
50306368,No,GOODYEAR,2/BX59,BELT,V,BELT|V
50306369,No,GATES,2/5VX800,BELT,V,BELT|V
50306370,No,GOODYEAR,220J6,BELT,V,BELT|V
50306371,New,GATES,3/3VX600,BELT,V,BELT|V
50306372,No,GOODYEAR,3/5VX710,BELT,V,BELT|V
50306373,No,GATES,3/5VX750,BELT,V,BELT|V
50306374,No,GATES,3/5VX800,BELT,V,BELT|V
50306375,No,GATES,3/5VX850,BELT,V,BELT|V
50306376,No,GOODYEAR,3/5VX560,BELT,V,BELT|V
50306377,Yes,GOODYEAR,3VX500,BELT,V,
50306378,New,GATES,3VX600,BELT,V,BELT|V
50306379,Yes,GATES,3VX670,BELT,V,
50306380,Yes,GATES,3VX750,BELT,V,
50306381,Yes,GATES,3VX850,BELT,V,
50306382,No,GATES,4/3VX600,BELT,V,BELT|V
50306383,Yes,GATES,4L300,BELT,V,
50306384,Yes,GATES,4L460,BELT,V,
50306385,Yes,GATES,4L540,BELT,V,
50306386,Yes,GATES,5VX630,BELT,V,
50306387,Yes,GATES,5VX670,BELT,V,
50306388,Yes,GATES,5VX710,BELT,V,
50306389,Yes,GATES,A30,BELT,V,
50306390,New,GATES,5VX800,BELT,V,BELT|V
50306391,No,GATES,2/5VX850,BELT,V,BELT|V
50306392,Yes,GATES,A58,BELT,V,
50306393,Yes,GOODYEAR,A60,BELT,V,
50306394,No,GOODYEAR,A65,BELT,V,BELT|V
50306395,New,GOODYEAR,A76,BELT,V,BELT|V
50306396,Yes,GATES,B42,BELT,V,
50306397,Yes,GOODYEAR,B52,BELT,V,
50306398,New,GOODYEAR,B54,BELT,V,BELT|V
50306399,New,GOODYEAR,B60,BELT,V,BELT|V
50306400,New,GOODYEAR,B61,BELT,V,BELT|V
50306401,Yes,GOODYEAR,B67,BELT,V,
50306402,Yes,GOODYEAR,B78,BELT,V,
50306403,Yes,GATES,B81,BELT,V,
50306404,Yes,GOODYEAR,BX59,BELT,V,
50306405,New,GOODYEAR,BX67,BELT,V,BELT|V
50306406,New,GOODYEAR,BX68,BELT,V,BELT|V
50306407,New,GOODYEAR,BX73,BELT,V,BELT|V
50306408,Yes,GOODYEAR,BX75,BELT,V,
50306409,Yes,GOODYEAR,BX78,BELT,V,
50306410,New,GOODYEAR,BX80,BELT,V,BELT|V
50306411,No,GOODYEAR,3/3VX850,BELT,V,BELT|V
50306412,No,GOODYEAR,3/5VX630,BELT,V,BELT|V
50306414,No,,SPB1900,BELT,V,BELT|V
50306421,New,GOODYEAR,3VX560,BELT,V,BELT|V
50306698,No,GOODYEAR,5/5VX1060,BELT,V,BELT|V
50306726,Yes,GOODYEAR,5VX730,BELT,V,
50306782,Yes,GATES,A53,BELT,V,
50306804,Yes,GATES,B86,BELT,V,
50306833,No,GATES,3/5VX750,BELT,V,BELT|V
50306854,Yes,GOODYEAR,A51,BELT,V,
50306979,No,,BX42,BELT,V,BELT|V
50308163,No,OPTIBELT,A65,BELT,V,BELT|V
50308987,No,,14 LP 6365,BELT,V,BELT|V
50309721,No,,XPC4100,BELT,V,BELT|V
50309874,New,GOODYEAR,B48,BELT,V,BELT|V
50310410,No,,XPA2500,BELT,V,BELT|V
50310792,No,,XPA2000,BELT,V,BELT|V
50311163,No,GATES,3/5VX1500,BELT,V,BELT|V
50311263,No,GOODYEAR,PD280014M,BELT,TIMING,BELT|TIMING
50311400,No,NIRO,SPB3350,BELT,V,BELT|V
50311918,No,AERZENER MASCHINENFABRIK,155003001,BELT,V,BELT|V
50313679,No,,580L8,BELT,V,BELT|V
60038008,No,,SPZ1700,BELT,V,BELT|V
60038010,No,,SPZ1375,BELT,V,BELT|V
60038012,No,,B56,BELT,V,BELT|V
60038015,No,,B55,BELT,V,BELT|V
60038017,No,,B58,BELT,V,BELT|V
60038018,No,,5V850,BELT,V,BELT|V
60039582,No,,3V425,BELT,V,BELT|V
60039585,No,,B52,BELT,V,BELT|V
60039587,No,,B50,BELT,V,BELT|V
60069356,No,,A83,BELT,V,BELT|V
60069357,Yes,GATES,BX85,BELT,V,
60070714,No,,AX62,BELT,V,BELT|V
60071492,No,GATES,3/5V1700,BELT,V,BELT|V
60077156,Yes,,5VX1700,BELT,V,
60077420,No,,8V1700,BELT,V,BELT|V
60086875,Yes,GATES,B81,BELT,V,
60089246,Yes,GOODYEAR,A62,BELT,V,
60089247,Yes,GOODYEAR,B62,BELT,V,
60089248,Yes,GOODYEAR,B64,BELT,V,
60089292,No,GOODYEAR,4/5VX900,BELT,V,BELT|V
60089293,Yes,GOODYEAR,A64,BELT,V,
60089509,New,GATES,A37,BELT,V,BELT|V
72000011,No,GATES,AP26,BELT,V,BELT|V
72000012,New,GATES,A38,BELT,V,BELT|V
72000013,No,,AX38,BELT,V,BELT|V
72000014,No,GATES,BP90,BELT,V,BELT|V
72000015,New,GATES,4L300,BELT,V,BELT|V
72000016,New,GATES,8V2000,BELT,V,BELT|V
92011859,New,GATES,A60,BELT,V,BELT|V
92011861,No,GATES,2820,BELT,V,BELT|V
92011862,No,DAYCO PRODUCTS,4L820,BELT,V,BELT|V
92011870,No,TB WOODS,4L460,BELT,V,BELT|V
92011872,No,TB WOODS,5L330,BELT,V,BELT|V
92011878,No,GOODYEAR,3/3V1250,BELT,V,BELT|V
92011880,No,UNIROYAL,3150-14M-55F,BELT,TIMING,BELT|TIMING
92011881,No,GOODYEAR,5/3V1250,BELT,V,BELT|V
92011882,No,GOODYEAR,4/3V1250,BELT,V,BELT|V
92011883,No,GOODRICH B F,5/B136,BELT,V,BELT|V
92011884,Yes,GOODYEAR,4/B158,BELT,V,
92011885,Yes,UNIROYAL,3150-14M-85,BELT,TIMING,
92011887,No,,4578-14M-85,BELT,TIMING,BELT|TIMING
92011888,No,WOODS,3850-14M-85,BELT,TIMING,BELT|TIMING
92011889,No,WOODS,3850-14M-55F,BELT,TIMING,BELT|TIMING
92011890,No,WOODS,3500-14M-85,BELT,TIMING,BELT|TIMING
92011892,No,WOODS,2800-14-55-F,BELT,TIMING,BELT|TIMING
92011893,No,UNIROYAL,3360-14M-55-F,BELT,TIMING,BELT|TIMING
92011895,No,WOODS,2590-14M-55,BELT,TIMING,BELT|TIMING
92011896,No,DAYCO PRODUCTS,2590-14M-40,BELT,TIMING,BELT|TIMING
92011897,No,GATES,3136-14M-68C,BELT,TIMING,BELT|TIMING
92011903,No,GATES,3/3V1250,BELT,V,BELT|V
92011904,No,DAYCO PRODUCTS,3/BX136,BELT,V,BELT|V
92011906,New,GOODYEAR,3/3VX900,BELT,V,BELT|V
92011907,Yes,GOODYEAR,3VX710,BELT,V,
92011908,No,DAYCO PRODUCTS,5/BX158,BELT,V,BELT|V
92017209,No,WOODS,3500-14M-55,BELT,TIMING,BELT|TIMING
92032045,Yes,GATES,3304-14MGT-20,BELT,TIMING,
92033854,No,GATES,2400-8M-85,BELT,TIMING,BELT|TIMING
92034611,Yes,GOODYEAR,B61,BELT,V,
92035711,Yes,GOODYEAR,5L630,BELT,V,
92037144,Yes,GATES,3850-14MGT-20,BELT,TIMING,
92037579,Yes,GOODYEAR,3920-14GTR-20,BELT,TIMING,
92037680,Yes,GATES,2400-8MGT-21,BELT,TIMING,
92037721,Yes,GATES,2600-8MGT-21,BELT,TIMING,
92037722,Yes,GOODYEAR,2800-14M-85,BELT,TIMING,
92038360,No,,3360-14M-85,BELT,TIMING,BELT|TIMING
92038387,Yes,GATES,3136-14MGT-20,BELT,TIMING,
92038388,Yes,GATES,3136-14MGT-37,BELT,TIMING,
92038436,Yes,GATES,3500-14MGT-55,BELT,TIMING,
94001149,No,GOODYEAR,3136-14M-20,BELT,TIMING,BELT|TIMING
94001151,No,GATES,3136-14M-37,BELT,TIMING,BELT|TIMING
94001152,Yes,DAYCO PRODUCTS,3V1400,BELT,V,
94008405,Yes,GOODYEAR,1280-8M-30,BELT,TIMING,
1158258,No,FRANCIS SERVICE & SALES,108782,BELT,V,BELT|V
1210266,No,MOTION INDUSTRIES,A48,BELT,V,BELT|V
1210268,No,MOTION INDUSTRIES,A59,BELT,V,BELT|V
1210269,No,MOTION INDUSTRIES,A68,BELT,V,BELT|V
1210270,No,MOTION INDUSTRIES,B64,BELT,V,BELT|V
1210271,No,MOTION INDUSTRIES,B80,BELT,V,BELT|V
1210272,No,MOTION INDUSTRIES,B85,BELT,V,BELT|V
1443519,No,MOTION INDUSTRIES,3/3VX475,BELT,V,BELT|V
50227195,No,GRAINGER,4L260,BELT,V,BELT|V
60088922,No,MOTION INDUSTRIES,3/5V630SK,BELT,V,BELT|V
